date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
05-06-2004,Algeria,Angola,0,0,FIFA World Cup qualification,Annaba,Algeria,FALSE
05-06-2004,Burkina Faso,Ghana,1,0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,FALSE
05-06-2004,Ecuador,Bolivia,3,2,FIFA World Cup qualification,Quito,Ecuador,FALSE
05-06-2004,Gabon,Zimbabwe,1,1,FIFA World Cup qualification,Libreville,Gabon,FALSE
05-06-2004,Malawi,Morocco,1,1,FIFA World Cup qualification,Blantyre,Malawi,FALSE
05-06-2004,Nigeria,Rwanda,2,0,FIFA World Cup qualification,Abuja,Nigeria,FALSE
05-06-2004,Senegal,Congo,2,0,FIFA World Cup qualification,Dakar,Senegal,FALSE
05-06-2004,South Africa,Cape Verde,2,1,FIFA World Cup qualification,Bloemfontein,South Africa,FALSE
05-06-2004,Tunisia,Botswana,4,1,FIFA World Cup qualification,Radès,Tunisia,FALSE
05-06-2004,Zambia,Togo,1,0,FIFA World Cup qualification,Lusaka,Zambia,FALSE
06-06-2004,Argentina,Paraguay,0,0,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE
06-06-2004,Cameroon,Benin,2,1,FIFA World Cup qualification,Yaoundé,Cameroon,FALSE
06-06-2004,Chile,Brazil,1,1,FIFA World Cup qualification,Santiago,Chile,FALSE
06-06-2004,Colombia,Uruguay,5,0,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
06-06-2004,Ivory Coast,Libya,2,0,FIFA World Cup qualification,Abidjan,Ivory Coast,FALSE
06-06-2004,Liberia,Mali,1,0,FIFA World Cup qualification,Paynesville,Liberia,FALSE
06-06-2004,Peru,Venezuela,0,0,FIFA World Cup qualification,Lima,Peru,FALSE
06-06-2004,Sudan,Egypt,0,3,FIFA World Cup qualification,Khartoum,Sudan,FALSE
06-06-2004,Uganda,DR Congo,1,0,FIFA World Cup qualification,Kampala,Uganda,FALSE
09-06-2004,Bahrain,Kyrgyzstan,5,0,FIFA World Cup qualification,Muharraq,Bahrain,FALSE
09-06-2004,China,Malaysia,4,0,FIFA World Cup qualification,Tianjin,China,FALSE
09-06-2004,Indonesia,Sri Lanka,1,0,FIFA World Cup qualification,Jakarta,Indonesia,FALSE
09-06-2004,Iran,Jordan,0,1,FIFA World Cup qualification,Tehran,Iran,FALSE
09-06-2004,Iraq,Taiwan,6,1,FIFA World Cup qualification,Amman,Jordan,TRUE
09-06-2004,Japan,India,7,0,FIFA World Cup qualification,Saitama,Japan,FALSE
09-06-2004,South Korea,Vietnam,2,0,FIFA World Cup qualification,Daejeon,South Korea,FALSE
09-06-2004,Kuwait,Hong Kong,4,0,FIFA World Cup qualification,Kuwait City,Kuwait,FALSE
09-06-2004,Lebanon,Maldives,3,0,FIFA World Cup qualification,Beirut,Lebanon,FALSE
09-06-2004,Oman,Singapore,7,0,FIFA World Cup qualification,Muscat,Oman,FALSE
09-06-2004,Qatar,Laos,5,0,FIFA World Cup qualification,Doha,Qatar,FALSE
09-06-2004,Saudi Arabia,Turkmenistan,3,0,FIFA World Cup qualification,Riyadh,Saudi Arabia,FALSE
09-06-2004,Thailand,North Korea,1,4,FIFA World Cup qualification,Bangkok,Thailand,FALSE
09-06-2004,United Arab Emirates,Yemen,3,0,FIFA World Cup qualification,Al Ain,United Arab Emirates,FALSE
09-06-2004,Uzbekistan,Palestine,3,0,FIFA World Cup qualification,Tashkent,Uzbekistan,FALSE
10-06-2004,Syria,Tajikistan,2,1,FIFA World Cup qualification,Homs,Syria,FALSE
12-06-2004,Cuba,Costa Rica,2,2,FIFA World Cup qualification,Havana,Cuba,FALSE
12-06-2004,Curaçao,Honduras,1,2,FIFA World Cup qualification,Willemstad,Curaçao,FALSE
12-06-2004,Haiti,Jamaica,1,1,FIFA World Cup qualification,Miami,United States,TRUE
12-06-2004,Portugal,Greece,1,2,UEFA Euro,Porto,Portugal,FALSE
12-06-2004,Spain,Russia,1,0,UEFA Euro,Faro,Portugal,TRUE
12-06-2004,Suriname,Guatemala,1,1,FIFA World Cup qualification,Paramaribo,Suriname,FALSE
13-06-2004,Barbados,Saint Kitts and Nevis,0,2,FIFA World Cup qualification,Bridgetown,Barbados,FALSE
13-06-2004,Canada,Belize,4,0,FIFA World Cup qualification,Kingston,Canada,FALSE
13-06-2004,Dominican Republic,Trinidad and Tobago,0,2,FIFA World Cup qualification,Santo Domingo,Dominican Republic,FALSE
13-06-2004,El Salvador,Bermuda,2,1,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
13-06-2004,France,England,2,1,UEFA Euro,Lisbon,Portugal,TRUE
13-06-2004,Panama,Saint Lucia,4,0,FIFA World Cup qualification,Panama City,Panama,FALSE
13-06-2004,Switzerland,Croatia,0,0,UEFA Euro,Leiria,Portugal,TRUE
13-06-2004,United States,Grenada,3,0,FIFA World Cup qualification,Columbus,United States,FALSE
13-06-2004,Nicaragua,Saint Vincent and the Grenadines,2,2,FIFA World Cup qualification,Diriamba,Nicaragua,FALSE
14-06-2004,Denmark,Italy,0,0,UEFA Euro,Guimarães,Portugal,TRUE
14-06-2004,Sweden,Bulgaria,5,0,UEFA Euro,Lisbon,Portugal,TRUE
15-06-2004,Czech Republic,Latvia,2,1,UEFA Euro,Aveiro,Portugal,TRUE
15-06-2004,Germany,Netherlands,1,1,UEFA Euro,Porto,Portugal,TRUE
16-06-2004,Canada,Belize,4,0,FIFA World Cup qualification,Kingston,Canada,FALSE
16-06-2004,Greece,Spain,1,1,UEFA Euro,Porto,Portugal,TRUE
16-06-2004,Portugal,Russia,2,0,UEFA Euro,Lisbon,Portugal,FALSE
17-06-2004,Croatia,France,2,2,UEFA Euro,Leiria,Portugal,TRUE
17-06-2004,England,Switzerland,3,0,UEFA Euro,Coimbra,Portugal,TRUE
18-06-2004,Bulgaria,Denmark,0,2,UEFA Euro,Braga,Portugal,TRUE
18-06-2004,Italy,Sweden,1,1,UEFA Euro,Porto,Portugal,TRUE
18-06-2004,Libya,Cameroon,0,0,FIFA World Cup qualification,Misrata,Libya,FALSE
19-06-2004,Botswana,Malawi,2,0,FIFA World Cup qualification,Gaborone,Botswana,FALSE
19-06-2004,Cape Verde,Uganda,1,0,FIFA World Cup qualification,Praia,Cape Verde,FALSE
19-06-2004,Dominica,Mexico,0,10,FIFA World Cup qualification,San Antonio,United States,TRUE
19-06-2004,Honduras,Curaçao,4,0,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
19-06-2004,Latvia,Germany,0,0,UEFA Euro,Porto,Portugal,TRUE
19-06-2004,Mali,Zambia,1,1,FIFA World Cup qualification,Bamako,Mali,FALSE
19-06-2004,Netherlands,Czech Republic,2,3,UEFA Euro,Aveiro,Portugal,TRUE
19-06-2004,Rwanda,Gabon,3,1,FIFA World Cup qualification,Kigali,Rwanda,FALSE
19-06-2004,Saint Kitts and Nevis,Barbados,3,2,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,FALSE
20-06-2004,Angola,Nigeria,1,0,FIFA World Cup qualification,Luanda,Angola,FALSE
20-06-2004,Benin,Sudan,1,1,FIFA World Cup qualification,Cotonou,Benin,FALSE
20-06-2004,Bermuda,El Salvador,2,2,FIFA World Cup qualification,Hamilton,Bermuda,FALSE
20-06-2004,Congo,Liberia,3,0,FIFA World Cup qualification,Brazzaville,Congo,FALSE
20-06-2004,DR Congo,Burkina Faso,3,2,FIFA World Cup qualification,Kinshasa,DR Congo,FALSE
20-06-2004,Costa Rica,Cuba,1,1,FIFA World Cup qualification,Alajuela,Costa Rica,FALSE
20-06-2004,Egypt,Ivory Coast,1,2,FIFA World Cup qualification,Alexandria,Egypt,FALSE
20-06-2004,Ghana,South Africa,3,0,FIFA World Cup qualification,Kumasi,Ghana,FALSE
20-06-2004,Grenada,United States,2,3,FIFA World Cup qualification,St. George's,Grenada,FALSE
20-06-2004,Guatemala,Suriname,3,1,FIFA World Cup qualification,Guatemala City,Guatemala,FALSE
20-06-2004,Guinea,Tunisia,2,1,FIFA World Cup qualification,Conakry,Guinea,FALSE
20-06-2004,Jamaica,Haiti,3,0,FIFA World Cup qualification,Kingston,Jamaica,FALSE
20-06-2004,Portugal,Spain,1,0,UEFA Euro,Lisbon,Portugal,FALSE
20-06-2004,Russia,Greece,2,1,UEFA Euro,Faro,Portugal,TRUE
20-06-2004,Saint Lucia,Panama,0,3,FIFA World Cup qualification,Vieux Fort,Saint Lucia,FALSE
20-06-2004,Togo,Senegal,3,1,FIFA World Cup qualification,Lomé,Togo,FALSE
20-06-2004,Trinidad and Tobago,Dominican Republic,4,0,FIFA World Cup qualification,San Fernando,Trinidad and Tobago,FALSE
20-06-2004,Zimbabwe,Algeria,1,1,FIFA World Cup qualification,Harare,Zimbabwe,FALSE
20-06-2004,Saint Vincent and the Grenadines,Nicaragua,4,1,FIFA World Cup qualification,Kingstown,Saint Vincent and the Grenadines,FALSE
21-06-2004,Croatia,England,2,4,UEFA Euro,Lisbon,Portugal,TRUE
21-06-2004,Switzerland,France,1,3,UEFA Euro,Coimbra,Portugal,TRUE
22-06-2004,Denmark,Sweden,2,2,UEFA Euro,Porto,Portugal,TRUE
22-06-2004,Italy,Bulgaria,2,1,UEFA Euro,Guimarães,Portugal,TRUE
23-06-2004,Germany,Czech Republic,1,2,UEFA Euro,Lisbon,Portugal,TRUE
23-06-2004,Netherlands,Latvia,3,0,UEFA Euro,Braga,Portugal,TRUE
24-06-2004,Portugal,England,2,2,UEFA Euro,Lisbon,Portugal,FALSE
25-06-2004,France,Greece,0,1,UEFA Euro,Lisbon,Portugal,TRUE
26-06-2004,Sweden,Netherlands,0,0,UEFA Euro,Faro,Portugal,TRUE
27-06-2004,Czech Republic,Denmark,3,0,UEFA Euro,Porto,Portugal,TRUE
27-06-2004,Mexico,Dominica,8,0,FIFA World Cup qualification,Aguascalientes,Mexico,FALSE
30-06-2004,Portugal,Netherlands,2,1,UEFA Euro,Lisbon,Portugal,FALSE
01-07-2004,Greece,Czech Republic,1,0,UEFA Euro,Porto,Portugal,TRUE
03-07-2004,Botswana,Morocco,0,1,FIFA World Cup qualification,Gaborone,Botswana,FALSE
03-07-2004,Cape Verde,DR Congo,1,1,FIFA World Cup qualification,Praia,Cape Verde,FALSE
03-07-2004,Gabon,Angola,2,2,FIFA World Cup qualification,Libreville,Gabon,FALSE
03-07-2004,Malawi,Guinea,1,1,FIFA World Cup qualification,Blantyre,Malawi,FALSE
03-07-2004,Nigeria,Algeria,1,0,FIFA World Cup qualification,Abuja,Nigeria,FALSE
03-07-2004,Rwanda,Zimbabwe,0,2,FIFA World Cup qualification,Kigali,Rwanda,FALSE
03-07-2004,Senegal,Zambia,1,0,FIFA World Cup qualification,Dakar,Senegal,FALSE
03-07-2004,South Africa,Burkina Faso,2,0,FIFA World Cup qualification,Johannesburg,South Africa,FALSE
03-07-2004,Sudan,Libya,0,1,FIFA World Cup qualification,Khartoum,Sudan,FALSE
03-07-2004,Uganda,Ghana,1,1,FIFA World Cup qualification,Kampala,Uganda,FALSE
04-07-2004,Benin,Egypt,3,3,FIFA World Cup qualification,Cotonou,Benin,FALSE
04-07-2004,Cameroon,Ivory Coast,2,0,FIFA World Cup qualification,Yaoundé,Cameroon,FALSE
04-07-2004,Liberia,Togo,0,0,FIFA World Cup qualification,Paynesville,Liberia,FALSE
04-07-2004,Portugal,Greece,0,1,UEFA Euro,Lisbon,Portugal,FALSE
04-07-2004,Congo,Mali,1,0,FIFA World Cup qualification,Brazzaville,Congo,FALSE
06-07-2004,Peru,Bolivia,2,2,Copa América,Lima,Peru,FALSE
06-07-2004,Venezuela,Colombia,0,1,Copa América,Lima,Peru,TRUE
07-07-2004,Argentina,Ecuador,6,1,Copa América,Chiclayo,Peru,TRUE
07-07-2004,Mexico,Uruguay,2,2,Copa América,Chiclayo,Peru,TRUE
08-07-2004,Brazil,Chile,1,0,Copa América,Arequipa,Peru,TRUE
08-07-2004,Costa Rica,Paraguay,0,1,Copa América,Arequipa,Peru,TRUE
09-07-2004,Colombia,Bolivia,1,0,Copa América,Lima,Peru,TRUE
09-07-2004,Peru,Venezuela,3,1,Copa América,Lima,Peru,FALSE
10-07-2004,Argentina,Mexico,0,1,Copa América,Chiclayo,Peru,TRUE
10-07-2004,Uruguay,Ecuador,2,1,Copa América,Chiclayo,Peru,TRUE
11-07-2004,Brazil,Costa Rica,4,1,Copa América,Arequipa,Peru,TRUE
11-07-2004,Paraguay,Chile,1,1,Copa América,Arequipa,Peru,TRUE
12-07-2004,Peru,Colombia,2,2,Copa América,Trujillo,Peru,FALSE
12-07-2004,Venezuela,Bolivia,1,1,Copa América,Trujillo,Peru,TRUE
13-07-2004,Argentina,Uruguay,4,2,Copa América,Piura,Peru,TRUE
13-07-2004,Mexico,Ecuador,2,1,Copa América,Piura,Peru,TRUE
14-07-2004,Brazil,Paraguay,1,2,Copa América,Arequipa,Peru,TRUE
14-07-2004,Costa Rica,Chile,2,1,Copa América,Tacna,Peru,TRUE
17-07-2004,China,Bahrain,2,2,AFC Asian Cup,Beijing,China,FALSE
17-07-2004,Colombia,Costa Rica,2,0,Copa América,Trujillo,Peru,TRUE
17-07-2004,Peru,Argentina,0,1,Copa América,Chiclayo,Peru,FALSE
18-07-2004,Iraq,Uzbekistan,0,1,AFC Asian Cup,Chengdu,China,TRUE
18-07-2004,Mexico,Brazil,0,4,Copa América,Piura,Peru,TRUE
18-07-2004,Paraguay,Uruguay,1,3,Copa América,Tacna,Peru,TRUE
18-07-2004,Qatar,Indonesia,1,2,AFC Asian Cup,Beijing,China,TRUE
18-07-2004,Saudi Arabia,Turkmenistan,2,2,AFC Asian Cup,Chengdu,China,TRUE
19-07-2004,South Korea,Jordan,0,0,AFC Asian Cup,Jinan,China,TRUE
19-07-2004,Kuwait,United Arab Emirates,3,1,AFC Asian Cup,Jinan,China,TRUE
20-07-2004,Argentina,Colombia,3,0,Copa América,Lima,Peru,TRUE
20-07-2004,Iran,Thailand,3,0,AFC Asian Cup,Chongqing,China,TRUE
20-07-2004,Japan,Oman,1,0,AFC Asian Cup,Chongqing,China,TRUE
21-07-2004,Bahrain,Qatar,1,1,AFC Asian Cup,Beijing,China,TRUE
21-07-2004,China,Indonesia,5,0,AFC Asian Cup,Beijing,China,FALSE
21-07-2004,Uruguay,Brazil,1,1,Copa América,Lima,Peru,TRUE
22-07-2004,Turkmenistan,Iraq,2,3,AFC Asian Cup,Chengdu,China,TRUE
22-07-2004,Uzbekistan,Saudi Arabia,1,0,AFC Asian Cup,Chengdu,China,TRUE
23-07-2004,Jordan,Kuwait,2,0,AFC Asian Cup,Jinan,China,TRUE
23-07-2004,United Arab Emirates,South Korea,0,2,AFC Asian Cup,Jinan,China,TRUE
24-07-2004,Colombia,Uruguay,1,2,Copa América,Cusco,Peru,TRUE
24-07-2004,Oman,Iran,2,2,AFC Asian Cup,Chongqing,China,TRUE
24-07-2004,Thailand,Japan,1,4,AFC Asian Cup,Chongqing,China,TRUE
25-07-2004,Argentina,Brazil,2,2,Copa América,Lima,Peru,TRUE
25-07-2004,Bahrain,Indonesia,3,1,AFC Asian Cup,Jinan,China,TRUE
25-07-2004,China,Qatar,1,0,AFC Asian Cup,Beijing,China,FALSE
26-07-2004,Saudi Arabia,Iraq,1,2,AFC Asian Cup,Chengdu,China,TRUE
26-07-2004,Turkmenistan,Uzbekistan,0,1,AFC Asian Cup,Chongqing,China,TRUE
27-07-2004,Jordan,United Arab Emirates,0,0,AFC Asian Cup,Beijing,China,TRUE
27-07-2004,South Korea,Kuwait,4,0,AFC Asian Cup,Jinan,China,TRUE
28-07-2004,Japan,Iran,0,0,AFC Asian Cup,Chongqing,China,TRUE
28-07-2004,Oman,Thailand,2,0,AFC Asian Cup,Chengdu,China,TRUE
30-07-2004,China,Iraq,3,0,AFC Asian Cup,Beijing,China,FALSE
30-07-2004,Uzbekistan,Bahrain,2,2,AFC Asian Cup,Chengdu,China,TRUE
31-07-2004,Japan,Jordan,1,1,AFC Asian Cup,Chongqing,China,TRUE
31-07-2004,South Korea,Iran,3,4,AFC Asian Cup,Jinan,China,TRUE
03-08-2004,Bahrain,Japan,3,4,AFC Asian Cup,Jinan,China,TRUE
03-08-2004,China,Iran,1,1,AFC Asian Cup,Beijing,China,FALSE
06-08-2004,Iran,Bahrain,4,2,AFC Asian Cup,Beijing,China,TRUE
07-08-2004,China,Japan,1,3,AFC Asian Cup,Beijing,China,FALSE
18-08-2004,Canada,Guatemala,0,2,FIFA World Cup qualification,Burnaby,Canada,FALSE
18-08-2004,Costa Rica,Honduras,2,5,FIFA World Cup qualification,Alajuela,Costa Rica,FALSE
18-08-2004,El Salvador,Panama,2,1,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
18-08-2004,Jamaica,United States,1,1,FIFA World Cup qualification,Kingston,Jamaica,FALSE
18-08-2004,Liechtenstein,Estonia,1,2,FIFA World Cup qualification,Vaduz,Liechtenstein,FALSE
18-08-2004,Romania,Finland,2,1,FIFA World Cup qualification,Bucharest,Romania,FALSE
18-08-2004,Slovakia,Luxembourg,3,1,FIFA World Cup qualification,Bratislava,Slovakia,FALSE
18-08-2004,North Macedonia,Armenia,3,0,FIFA World Cup qualification,Skopje,North Macedonia,FALSE
18-08-2004,Saint Vincent and the Grenadines,Trinidad and Tobago,0,2,FIFA World Cup qualification,Kingstown,Saint Vincent and the Grenadines,FALSE
03-09-2004,Libya,Benin,4,1,FIFA World Cup qualification,Tripoli,Libya,FALSE
04-09-2004,Albania,Greece,2,1,FIFA World Cup qualification,Tirana,Albania,FALSE
04-09-2004,Austria,England,2,2,FIFA World Cup qualification,Vienna,Austria,FALSE
04-09-2004,Azerbaijan,Wales,1,1,FIFA World Cup qualification,Baku,Azerbaijan,FALSE
04-09-2004,Belgium,Lithuania,1,1,FIFA World Cup qualification,Charleroi,Belgium,FALSE
04-09-2004,Burkina Faso,Uganda,2,0,FIFA World Cup qualification,Ouagadougou,Burkina Faso,FALSE
04-09-2004,Canada,Honduras,1,1,FIFA World Cup qualification,Edmonton,Canada,FALSE
04-09-2004,Croatia,Hungary,3,0,FIFA World Cup qualification,Zagreb,Croatia,FALSE
04-09-2004,Denmark,Ukraine,1,1,FIFA World Cup qualification,Copenhagen,Denmark,FALSE
04-09-2004,Estonia,Luxembourg,4,0,FIFA World Cup qualification,Tallinn,Estonia,FALSE
04-09-2004,Finland,Andorra,3,0,FIFA World Cup qualification,Tampere,Finland,FALSE
04-09-2004,France,Israel,0,0,FIFA World Cup qualification,Saint-Denis,France,FALSE
04-09-2004,Iceland,Bulgaria,1,3,FIFA World Cup qualification,Reykjavík,Iceland,FALSE
04-09-2004,Republic of Ireland,Cyprus,3,0,FIFA World Cup qualification,Dublin,Republic of Ireland,FALSE
04-09-2004,Italy,Norway,2,1,FIFA World Cup qualification,Palermo,Italy,FALSE
04-09-2004,Jamaica,Panama,1,2,FIFA World Cup qualification,Kingston,Jamaica,FALSE
04-09-2004,Kenya,Malawi,3,2,FIFA World Cup qualification,Nairobi,Kenya,FALSE
04-09-2004,Latvia,Portugal,0,2,FIFA World Cup qualification,Riga,Latvia,FALSE
04-09-2004,Malta,Sweden,0,7,FIFA World Cup qualification,Attard,Malta,FALSE
04-09-2004,Morocco,Tunisia,1,1,FIFA World Cup qualification,Rabat,Morocco,FALSE
04-09-2004,Northern Ireland,Poland,0,3,FIFA World Cup qualification,Belfast,Northern Ireland,FALSE
04-09-2004,Peru,Argentina,1,3,FIFA World Cup qualification,Lima,Peru,FALSE
04-09-2004,Romania,North Macedonia,2,1,FIFA World Cup qualification,Craiova,Romania,FALSE
04-09-2004,Russia,Slovakia,1,1,FIFA World Cup qualification,Moscow,Russia,FALSE
04-09-2004,San Marino,Serbia,0,3,FIFA World Cup qualification,Serravalle,San Marino,FALSE
04-09-2004,Slovenia,Moldova,3,0,FIFA World Cup qualification,Celje,Slovenia,FALSE
04-09-2004,Saint Kitts and Nevis,Trinidad and Tobago,1,2,FIFA World Cup qualification,Basseterre,Saint Kitts and Nevis,FALSE
04-09-2004,Switzerland,Faroe Islands,6,0,FIFA World Cup qualification,Basel,Switzerland,FALSE
04-09-2004,Turkey,Georgia,1,1,FIFA World Cup qualification,Trabzon,Turkey,FALSE
04-09-2004,United States,El Salvador,2,0,FIFA World Cup qualification,Foxborough,United States,FALSE
04-09-2004,Zambia,Liberia,1,0,FIFA World Cup qualification,Lusaka,Zambia,FALSE
05-09-2004,Algeria,Gabon,0,3,FIFA World Cup qualification,Annaba,Algeria,FALSE
05-09-2004,Angola,Rwanda,1,0,FIFA World Cup qualification,Luanda,Angola,FALSE
05-09-2004,Brazil,Bolivia,3,1,FIFA World Cup qualification,São Paulo,Brazil,FALSE
05-09-2004,Chile,Colombia,0,0,FIFA World Cup qualification,Santiago,Chile,FALSE
05-09-2004,DR Congo,South Africa,1,0,FIFA World Cup qualification,Kinshasa,DR Congo,FALSE
05-09-2004,Egypt,Cameroon,3,2,FIFA World Cup qualification,Cairo,Egypt,FALSE
05-09-2004,Ghana,Cape Verde,2,0,FIFA World Cup qualification,Kumasi,Ghana,FALSE
05-09-2004,Guatemala,Costa Rica,2,1,FIFA World Cup qualification,Guatemala City,Guatemala,FALSE
05-09-2004,Guinea,Botswana,4,0,FIFA World Cup qualification,Conakry,Guinea,FALSE
05-09-2004,Ivory Coast,Sudan,5,0,FIFA World Cup qualification,Abidjan,Ivory Coast,FALSE
05-09-2004,Mali,Senegal,2,2,FIFA World Cup qualification,Bamako,Mali,FALSE
05-09-2004,Paraguay,Venezuela,1,0,FIFA World Cup qualification,Asunción,Paraguay,FALSE
05-09-2004,Togo,Congo,2,0,FIFA World Cup qualification,Lomé,Togo,FALSE
05-09-2004,Uruguay,Ecuador,1,0,FIFA World Cup qualification,Montevideo,Uruguay,FALSE
05-09-2004,Zimbabwe,Nigeria,0,3,FIFA World Cup qualification,Harare,Zimbabwe,FALSE
08-09-2004,Andorra,Romania,1,5,FIFA World Cup qualification,Sant Julià de Lòria,Andorra,FALSE
08-09-2004,Armenia,Finland,0,2,FIFA World Cup qualification,Yerevan,Armenia,FALSE
08-09-2004,Austria,Azerbaijan,2,0,FIFA World Cup qualification,Vienna,Austria,FALSE
08-09-2004,Bosnia and Herzegovina,Spain,1,1,FIFA World Cup qualification,Zenica,Bosnia and Herzegovina,FALSE
08-09-2004,Costa Rica,Canada,1,0,FIFA World Cup qualification,San José,Costa Rica,FALSE
08-09-2004,El Salvador,Jamaica,0,3,FIFA World Cup qualification,San Salvador,El Salvador,FALSE
08-09-2004,Faroe Islands,France,0,2,FIFA World Cup qualification,Tórshavn,Faroe Islands,FALSE
08-09-2004,Georgia,Albania,2,0,FIFA World Cup qualification,Tbilisi,Georgia,FALSE
08-09-2004,Greece,Turkey,0,0,FIFA World Cup qualification,Piraeus,Greece,FALSE
08-09-2004,Honduras,Guatemala,2,2,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE
08-09-2004,Hong Kong,Kuwait,0,2,FIFA World Cup qualification,Siu Sai Wan,Hong Kong,FALSE
08-09-2004,Hungary,Iceland,3,2,FIFA World Cup qualification,Budapest,Hungary,FALSE
08-09-2004,India,Japan,0,4,FIFA World Cup qualification,Calcutta,India,FALSE
08-09-2004,Israel,Cyprus,2,1,FIFA World Cup qualification,Ramat Gan,Israel,FALSE
08-09-2004,Jordan,Iran,0,2,FIFA World Cup qualification,Amman,Jordan,FALSE
08-09-2004,Kazakhstan,Ukraine,1,2,FIFA World Cup qualification,Almaty,Kazakhstan,FALSE
08-09-2004,North Korea,Thailand,4,1,FIFA World Cup qualification,Pyongyang,North Korea,FALSE
08-09-2004,Kyrgyzstan,Bahrain,1,2,FIFA World Cup qualification,Bishkek,Kyrgyzstan,FALSE
08-09-2004,Laos,Qatar,1,6,FIFA World Cup qualification,Vientiane,Laos,FALSE
08-09-2004,Lithuania,San Marino,4,0,FIFA World Cup qualification,Kaunas,Lithuania,FALSE
08-09-2004,Luxembourg,Latvia,3,4,FIFA World Cup qualification,Luxembourg,Luxembourg,FALSE
08-09-2004,Malaysia,China,0,1,FIFA World Cup qualification,George Town,Malaysia,FALSE
08-09-2004,Maldives,Lebanon,2,5,FIFA World Cup qualification,Malé,Maldives,FALSE
08-09-2004,Moldova,Italy,0,1,FIFA World Cup qualification,Chișinău,Moldova,FALSE
08-09-2004,Netherlands,Czech Republic,2,0,FIFA World Cup qualification,Amsterdam,Netherlands,FALSE
08-09-2004,Norway,Belarus,1,1,FIFA World Cup qualification,Oslo,Norway,FALSE
08-09-2004,Palestine,Uzbekistan,0,3,FIFA World Cup qualification,Al Rayyan,Qatar,TRUE
08-09-2004,Panama,United States,1,1,FIFA World Cup qualification,Panama City,Panama,FALSE
08-09-2004,Poland,England,1,2,FIFA World Cup qualification,Chorzów,Poland,FALSE
08-09-2004,Portugal,Estonia,4,0,FIFA World Cup qualification,Leiria,Portugal,FALSE
08-09-2004,Scotland,Slovenia,0,0,FIFA World Cup qualification,Glasgow,Scotland,FALSE
08-09-2004,Singapore,Oman,0,2,FIFA World Cup qualification,Singapore,Singapore,FALSE
08-09-2004,Slovakia,Liechtenstein,7,0,FIFA World Cup qualification,Bratislava,Slovakia,FALSE
08-09-2004,Sri Lanka,Indonesia,2,2,FIFA World Cup qualification,Colombo,Sri Lanka,FALSE
08-09-2004,Sweden,Croatia,0,1,FIFA World Cup qualification,Gothenburg,Sweden,FALSE
08-09-2004,Switzerland,Republic of Ireland,1,1,FIFA World Cup qualification,Basel,Switzerland,FALSE
08-09-2004,Tajikistan,Syria,0,1,FIFA World Cup qualification,Dushanbe,Tajikistan,FALSE
08-09-2004,Trinidad and Tobago,Mexico,1,3,FIFA World Cup qualification,Port of Spain,Trinidad and Tobago,FALSE
08-09-2004,Turkmenistan,Saudi Arabia,0,1,FIFA World Cup qualification,Ashgabat,Turkmenistan,FALSE
08-09-2004,Vietnam,South Korea,1,2,FIFA World Cup qualification,Ho Chi Minh City,Vietnam,FALSE
08-09-2004,Wales,Northern Ireland,2,2,FIFA World Cup qualification,Cardiff,Wales,FALSE
08-09-2004,Yemen,United Arab Emirates,3,1,FIFA World Cup qualification,Sana'a,Yemen,FALSE
08-09-2004,Taiwan,Iraq,1,4,FIFA World Cup qualification,Taipei,Taiwan,FALSE
10-09-2004,Saint Vincent and the Grenadines,Saint Kitts and Nevis,1,0,FIFA World Cup qualification,Kingstown,Saint Vincent and the Grenadines,FALSE
06-10-2004,Mexico,Saint Vincent and the Grenadines,7,0,FIFA World Cup qualification,Mexico City,Mexico,FALSE
08-10-2004,Libya,Egypt,2,1,FIFA World Cup qualification,Tripoli,Libya,FALSE
09-10-2004,Albania,Denmark,0,2,FIFA World Cup qualification,Tirana,Albania,FALSE
09-10-2004,Argentina,Uruguay,4,2,FIFA World Cup qualification,Buenos Aires,Argentina,FALSE
09-10-2004,Austria,Poland,1,3,FIFA World Cup qualification,Vienna,Austria,FALSE
09-10-2004,Azerbaijan,Northern Ireland,0,0,FIFA World Cup qualification,Baku,Azerbaijan,FALSE
09-10-2004,Belarus,Moldova,4,0,FIFA World Cup qualification,Minsk,Belarus,FALSE
09-10-2004,Bolivia,Peru,1,0,FIFA World Cup qualification,La Paz,Bolivia,FALSE
09-10-2004,Bosnia and Herzegovina,Serbia,0,0,FIFA World Cup qualification,Sarajevo,Bosnia and Herzegovina,FALSE
09-10-2004,Botswana,Kenya,2,1,FIFA World Cup qualification,Gaborone,Botswana,FALSE
09-10-2004,Cape Verde,Burkina Faso,1,0,FIFA World Cup qualification,Praia,Cape Verde,FALSE
09-10-2004,Colombia,Paraguay,1,1,FIFA World Cup qualification,Barranquilla,Colombia,FALSE
09-10-2004,Costa Rica,Guatemala,5,0,FIFA World Cup qualification,San José,Costa Rica,FALSE
